,query,name,google_id,place_id,author_title,review_text,review_rating,gender
10,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Cody Lewis,"Amazing workout every time. The parking are well maintained, motivating atmosphere, and great trainers.",5,mostly_male
11,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Justin White,Would not recommend. Locker rooms is broken half the time and the customer service smells bad. Very outdated experience.,1,male
12,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Anthony Taylor,It's okay. Amenities is reasonable for what you pay. The variety has room for improvement.,3,male
13,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carmen Martin,"This is the cleanest gym I've ever seen. Equipment are brand new, staff is friendly, and the maintenance are great.",5,female
14,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jordan Perez,"I absolutely love this place! The training area are excellent, the staff is excellent, and the schedule is amazing.",5,male
15,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Miguel Garcia,"This gym has everything I need. Studio, great layout, and professional staff. a few months member and counting!",5,male
16,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Kayla Robinson,Phenomenal gym with amazing equipment and knowledgeable staff. The amenities area is spacious and the space is great.,5,female
17,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Andrew Moore,"This gym has everything I need. Weights, great maintenance, and motivating staff. 3 years member and counting!",5,male
18,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carlos Lewis,"Worth every penny! encouraging classes, amazing equipment, and the training area makes it feel premium.",5,male
19,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Emily Harris,"Perfect place to get a good workout. clean equipment, amazing trainers, and the machines is always clean.",5,female
20,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Kyle Ramirez,I switched from another gym and this place is so much better. supportive everything! Love the classes and community.,4,mostly_female
21,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carlos Anderson,"Incredible gym experience. excellent facilities, helpful staff, and the amenities keeps me coming back every day.",5,male
22,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Patrick Davis,"Worth every penny! fantastic classes, friendly equipment, and the machines makes it feel premium.",5,male
23,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Robert Ramirez,"Best decision I made was joining this gym. The facility is clean, space is amazing, and the price is right.",5,male
24,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Natalie Jackson,Love this gym so much! The machines is friendly and the membership make every workout better. Great community here.,5,female
25,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Miguel Lopez,"This is the cleanest gym I've ever seen. Pool are brand new, staff is clean, and the layout are great.",4,male
26,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jake Sanchez,"My go to gym! The sauna is always excellent, space selection is great, and the trainers are fantastic.",5,male
27,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Tyler Anderson,"This gym has everything I need. Machines, great music, and clean staff. since they opened member and counting!",5,mostly_male
28,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Lindsey Clark,"Amazing workout every time. The facility are well maintained, motivating atmosphere, and great schedule.",4,mostly_female
29,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sean Miller,Great parking! The staff is super friendly and always greeting members. I've been coming here for 3 years and love it.,5,male
30,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Fernando Martinez,"Great place to train. The classes is incredible, encouraging environment, and the vibe options are endless.",4,male
31,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Kevin Johnson,"My go to gym! The parking is always knowledgeable, music selection is great, and the trainers are knowledgeable.",5,male
32,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sean Taylor,"Best decision I made was joining this gym. The equipment is knowledgeable, space is incredible, and the price is right.",5,male
33,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Elizabeth Gonzalez,"Terrible experience. Studio was disappointing, atmosphere was overcrowded. Won't be coming back.",2,female
34,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Andrea Robinson,Disappointed with this gym. Training area is always dirty and the staff doesn't seem to care about atmosphere.,1,female
35,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Katie Anderson,Alright place to work out. Machines is adequate during peak hours. The membership is fine though.,3,female
36,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Natalie Brown,Love this gym so much! The amenities is encouraging and the atmosphere make every workout better. Great community here.,5,female
37,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Skyler Davis,"I absolutely love this place! The studio are incredible, the staff is clean, and the membership is amazing.",5,andy
38,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Rowan Lee,"Five stars all the way! spacious facility, helpful classes, and the staff always makes you feel welcome.",4,mostly_male
39,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Taylor Rodriguez,"Worth every penny! amazing classes, professional equipment, and the sauna makes it feel premium.",5,mostly_male
40,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Kevin Thompson,"This gym has everything I need. Treadmills, great music, and encouraging staff. 2 years member and counting!",5,male
41,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Amanda Williams,Love this gym so much! The free weights is clean and the maintenance make every workout better. Great community here.,5,female
42,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Maria Garcia,"My go to gym! The equipment is always motivating, classes selection is great, and the trainers are spacious.",5,female
43,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carlos Jackson,"The facility here needs major work. Staff is unprofessional at best, and atmosphere is not what they advertise.",2,male
44,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Rowan Ramirez,I switched from another gym and this place is so much better. helpful everything! Love the classes and classes.,5,mostly_male
45,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Patrick Lewis,Best gym in the area. Machines is top notch and the community are always encouraging. Highly recommend!,4,male
46,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Rowan Garcia,"My go to gym! The classes is always welcoming, customer service selection is great, and the trainers are knowledgeable.",5,mostly_male
47,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sage White,"My go to gym! The treadmills is always amazing, customer service selection is great, and the trainers are helpful.",5,andy
48,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sage Thomas,"Amazing workout every time. The parking are well maintained, spacious atmosphere, and great space.",5,andy
49,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sage Davis,"Amazing workout every time. The amenities are well maintained, clean atmosphere, and great schedule.",5,andy
50,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jamie Lopez,Not worth the money. Locker rooms is outdated and the trainers is terrible. Staff was rude.,1,mostly_female
51,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Brandon Garcia,"Worth every penny! excellent classes, professional equipment, and the sauna makes it feel premium.",4,male
52,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Andrea Wilson,"Terrible experience. Facility was cramped, variety was overcrowded. Won't be coming back.",2,female
53,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Miguel Smith,"Not bad for a budget gym. Amenities is decent, variety is fine. Could use more variety.",3,male
54,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jake Martin,"Worth every penny! encouraging classes, supportive equipment, and the studio makes it feel premium.",4,male
55,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Austin Moore,Would not recommend. Studio is broken half the time and the membership smells bad. Very unhelpful experience.,2,male
56,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Ana Moore,"If you're looking for a clean gym with great free weights, this is it. The vibe are always excellent.",5,female
57,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Kevin Taylor,Great machines! The staff is super spacious and always offering tips. I've been coming here for over a year and love it.,5,male
58,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Dustin Hernandez,"This is the cleanest gym I've ever seen. Parking are brand new, staff is supportive, and the space are great.",5,male
59,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Taylor Smith,"I absolutely love this place! The machines are motivating, the staff is supportive, and the community is amazing.",5,mostly_male
60,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Cody Miller,Best gym in the area. Training area is top notch and the maintenance are always clean. Highly recommend!,5,mostly_male
61,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Hannah Garcia,"Great place to train. The machines is incredible, fantastic environment, and the hours options are endless.",5,female
62,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Fernando Perez,It's okay. Studio is standard for what you pay. The location has room for improvement.,3,male
63,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Skyler Taylor,"Worth every penny! incredible classes, welcoming equipment, and the cardio section makes it feel premium.",5,andy
64,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Justin Clark,"My go to gym! The studio is always motivating, schedule selection is great, and the trainers are encouraging.",5,male
65,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Austin Davis,"Hands down the best gym I've ever been to. Studio is supportive, schedule are great, and supportive vibes!",5,male
66,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jose Thompson,"Hands down the best gym I've ever been to. Amenities is modern, music are great, and modern vibes!",5,male
67,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Michael Miller,Average gym experience. Some locker rooms needs replacing but the vibe is adequate.,3,male
68,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,James Lopez,"My go to gym! The parking is always excellent, variety selection is great, and the trainers are encouraging.",5,male
69,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Miguel Thomas,Would not recommend. Studio is broken half the time and the space smells bad. Very unprofessional experience.,1,male
70,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Skyler Jones,Great free weights! The staff is super excellent and always greeting members. I've been coming here for a couple years and love it.,4,andy
71,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Lauren Ramirez,"Incredible gym experience. incredible facilities, helpful staff, and the amenities keeps me coming back every day.",5,mostly_female
72,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jake Harris,Phenomenal gym with helpful equipment and amazing staff. The weights area is spacious and the vibe is great.,5,male
73,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Scott Johnson,Gets the job done. Weights could be updated. Staff is mostly reasonable. maintenance is average.,3,male
74,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Morgan Clark,"Five stars all the way! clean facility, professional classes, and the staff always makes you feel welcome.",4,mostly_male
75,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Brittany Anderson,Great machines! The staff is super welcoming and always willing to help. I've been coming here for since they opened and love it.,4,female
76,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Alex Jackson,"Hands down the best gym I've ever been to. Classes is supportive, variety are great, and modern vibes!",4,male
77,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Morgan Williams,Great training area! The staff is super encouraging and always offering tips. I've been coming here for a couple years and love it.,5,mostly_male
78,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Dakota Sanchez,"Best decision I made was joining this gym. The free weights is knowledgeable, location is motivating, and the price is right.",5,mostly_male
79,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carlos Williams,"This gym has everything I need. Parking, great classes, and supportive staff. over a year member and counting!",5,male
80,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Carlos Lee,It's okay. Sauna is fair for what you pay. The vibe has room for improvement.,3,male
81,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Avery Harris,Phenomenal gym with knowledgeable equipment and helpful staff. The locker rooms area is spacious and the hours is great.,4,andy
82,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Sage Robinson,"This is the cleanest gym I've ever seen. Sauna are brand new, staff is fantastic, and the space are great.",5,andy
83,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Amy Hernandez,"I absolutely love this place! The pool are spacious, the staff is encouraging, and the location is amazing.",5,female
84,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Brandon Hernandez,Great cardio section! The staff is super fantastic and always greeting members. I've been coming here for since they opened and love it.,5,male
85,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Ryan Williams,"Hands down the best gym I've ever been to. Treadmills is encouraging, customer service are great, and welcoming vibes!",5,mostly_male
86,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Tiffany Anderson,"Amazing workout every time. The pool are well maintained, knowledgeable atmosphere, and great music.",4,female
87,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Danielle Thomas,Great machines! The staff is super friendly and always keeping things clean. I've been coming here for 3 years and love it.,4,female
88,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Lisa Martinez,It's okay. Treadmills is fair for what you pay. The music has room for improvement.,3,female
89,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Stephanie Miller,"Hands down the best gym I've ever been to. Treadmills is clean, location are great, and friendly vibes!",5,female
90,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jamie Davis,The weights here are knowledgeable. Staff is always fantastic and ready to help. Love the space too!,5,mostly_female
91,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Michael Moore,"Five stars all the way! helpful facility, spacious classes, and the staff always makes you feel welcome.",4,male
92,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Dakota Martinez,"Perfect place to get a good workout. knowledgeable equipment, helpful trainers, and the free weights is always clean.",4,mostly_male
93,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Quinn Brown,"This is the cleanest gym I've ever seen. Cardio section are brand new, staff is fantastic, and the hours are great.",4,mostly_male
94,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Cody Martinez,"I absolutely love this place! The facility are excellent, the staff is fantastic, and the variety is amazing.",4,mostly_male
95,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Karen Davis,"I absolutely love this place! The studio are clean, the staff is friendly, and the layout is amazing.",5,female
96,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Jamie Jackson,"Worth every penny! excellent classes, fantastic equipment, and the amenities makes it feel premium.",5,mostly_female
97,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Chris Garcia,"Incredible gym experience. amazing facilities, helpful staff, and the treadmills keeps me coming back every day.",5,mostly_male
98,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Blake Thomas,"Amazing workout every time. The facility are well maintained, helpful atmosphere, and great hours.",5,mostly_male
99,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Brian Robinson,"Perfect place to get a good workout. amazing equipment, clean trainers, and the weights is always clean.",5,male
100,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Brian Lee,"Hands down the best gym I've ever been to. Free weights is supportive, variety are great, and supportive vibes!",5,male
101,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Nathan Martin,"If you're looking for a encouraging gym with great sauna, this is it. The hours are always spacious.",4,male
102,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Lisa Taylor,"Best decision I made was joining this gym. The pool is encouraging, atmosphere is spacious, and the price is right.",5,female
103,"gym near Maricopa County, AZ",Mountainside Fitness - Ahwatukee,0x9ac98aee3acb010da0bc:0xacc0e4ec108f,ChIJ9ac98aee3acb010da0bc,Diana Rodriguez,I switched from another gym and this place is so much better. fantastic everything! Love the facility and variety.,5,female
